;tweet_cleans;tweet_english;klasifikasi
2948;kasih tau kaaa kemarin habis dirawat rs pasien sebelah kanan kiri makan suntik insulin susternya diabetes;tell me, yesterday, after being treated at the hospital, the patient on the right and left ate an insulin injection, his sister was diabet;Netral
2949;gak taunya ngerintih sakit kyk nangis gitu ngmong si dokternya sampe dokternya kayaknya kasian tp gmn akunya gk kluarga yg ambil obatnya drivernya jam anter obatnya yauda tutup truss sore kayak mikir;i don't know i'm groaning in pain like i'm crying like that. talking to the doctor until the doctor seems pathetic, but how can i admit that the family didn't take the medicine.;Netral
2950;susternya parah;sister is bad;Netral
2951;pas tlp ngangkat dokter yg suaranya kalem drpd ceritalah trus diresepin dokternya obat tp diantar jam yauda pasrah tutup tlpnya bbrp detik tlp bingit nanya stidaknya shrsnya diapain biar nyerinya berkurang;when i pick up the doctor whose voice is calmer than tell me then the doctor prescribes medicine but it's delivered at an hour and then he resigns, closes the phone for a few seconds, the phone calls out loud asking at least what to do to reduce the pain;Positif
2952;kepikiran nih berusaha sopan jujur kali proses konsul sm dokter coba gak potong pembicaraan kalo nanya suka berentetan gitu dokternya nyaman gak ya tanyain gitu;thinking about getting married, trying to be polite, honest, when the consul process is with the doctor, try not to interrupt the conversation if you ask questions like a row, the doctor is comfortable, isn't it okay to ask questions like that;Positif
2953;kayanya yg simple yaa si suster nanya suster yg gak krimnya gak kb ya gw dokternya gak kb gak sih dokternya gak nawarin;it seems that it's simple, the nurse asks the nurse who doesn't have the cream;Negatif
2954;dokter kulit periksain muka parah bener gak dikasi dokteerr kasi kek krim pagi malem biar kaya dikasi sunscreen whitening aja dokternya ngerasa aing buluk tinggal digosok biar putih udah kelar gt ya sampe bingung;the dermatologist checked his face, it was really bad, the doctor didn't give him a cream in the morning and evening so that it looked like he was given a whitening sunscreen.;Negatif
2955;ihhh kasusnya kaya akuu skrg haid kudu dipancing blm sempet dokternya;ihhh the case is like i'm on my period right now i have to fish it out yet the doctor hasn't had a ch;Positif
2956;dokternya kak diajarin dirumah ga papanya mamanya;the doctor was taught at home or not by his moth;Negatif
2957;kalo kasusnya andin sadar mijit perawatnya dokternya;if that's the case, andin realizes that the nurse is the doctor;Negatif
2958;wkwkwkwk bawa donat klinik dokternya nyaman;wkwkwkwk bring donuts the doctor's clinic is comfort;Positif
2959;criminal minds profiler but pengen dokternya kek keren gitu tau possible cause of death;criminal minds profiler but want the doctor to look cool like that, you know the possible cause of death;Positif
2960;gtu kesembuhan pasien tanggung dokternya dokternya gak nengok kmren;that's why the patient's recovery is the responsibility of the doctor, the doctor doesn't look at y;Negatif
2961;gak salah rekomen rumah sakit siaga cuman lupa nama dokternya;i'm not wrong, i recommend the standby hospital, i just forgot the doctor's nam;Positif
2962;yg bilang parah dokternya matanya udah belekan sempet demam fotonya sakit jarak ketularan sampe dibawa dokter mingguan;the doctor who said it was bad, his eyes were already sore, he had a fever. the photo is sick, the distance is contagious, so he was taken by the doctor weekli;Netral
2963;iya sih salah gua ngandelin gambar ppt cdc dokternya suruh jgn berpatokan ppt cdc tetep aja anj;yes, i was wrong, i relied on ppt cdc pictures, the doctor told me not to rely on ppt cdc, just keep go;Positif
2964;tambalannya mgkn yg permanen cb dokternya lg ditambal yg bagus;maybe the patch is permanent, cb the doctor has patched it good;Positif
2965;rumah rumah sakit pasien menjerit lantaran dipersulit dokternya singit;the patient's hospital screams because the doctor makes it difficult;Netral
2966;kali makan naspad ribuan kena diare lemes gt muntaber gt sih dokternya infeksi saluran pencernaan ya karna nasinya sih emg lg drop aja imun nya;every time i eat naspad, thousands of people get weak diarrhea, gt, vomit, gt, the doctor has a digestive tract infection, because the rice is really just drop;Negatif
2967;sumpa masuk blok tht ngang ngong bgtt kalo dokternya gangasih clue status lokalis tht pasiennya gw inspeksi palpasi aja abdomennya;i swear to enter the block, it's really annoying if the doctor doesn't give a clue about the status of the localist about the patient, i just palpate the abdomen;Positif
2968;dok dokter dokternya askara cepat sembuh nih disiapkan pesawat tuk terbang rs sejahtera;doc, the doctor, askara's doctor, get well soon, the plane is prepared to fly to the prosperous hospit;Netral
2969;awkwrdan prtm ruang inap mencet tombol manggil suster tbtb suara susternya speaker kirain gue aldo kudu nyamperin kedepan gataunyaa tinggal ngmg ae ditmpt lgsg wkwkwk norak bet saking gprnh dirawat samsek;awkwrdan prtm inpatient room pressed the button to call the nurse tbtb the voice of the nurse was the speaker i thought aldo had to come to the front, i don't know what to do, i just need to be put directly on the spot, wkwkwk it's tacky because it's not being cared for by samsek;Positif
2970;bismillah kuat langganan sakit berobat sm dokternya disuruh puasa biar sehat jarang kumat yg pikirannya jgn suggest laper sakit pas lg puasa ngaruh;bismillah, if you are sick, if you are sick for treatment, the doctor is told to fast so that you are healthy, it rarely recurs. don't suggest being hungry when you are fasting, it affect;Netral
2971;bisaaa ga pakek anting lubangnya ketutup dibolong sampe nangiss sampe diketawain dokternya pdhl uda gede masi nangis kayak gitu shshshshsh;can you not use the earring, the hole is covered with a hole until you cry until the doctor laughs at it even though you're already big, you're still crying like that shshshshsh;Netral
2972;dokternya bohong ya meluapkan perasaan ngga sesek banget;the doctor is li;Netral
2973;reinfeksi sih dok dokternya pk rubber dam akunya br ngerasa sakit lgs cek dokgi wkt lg promil diselesein pengalaman pas kena rct las hamil sakitnya aduhai;reinfection, doc, the doctor is pk rubber and his account is feeling sick. i'll check the doc again when the promil is done. the experience was over when i was hit by an rct, i was pregnant, the pain was amaz;Negatif
2974;dokternya jantungnya pakai alat kreasi beliau iron man rafi vaks suntik vit sm dokternya dr pesan pasiennya baiknya ga vaksin;the doctor uses the heart's creation tool, iron man raffi, injects vit sm, the doctor orders the patient whether it's better not to vaccin;Netral
2975;dokternya nggak;the doctor is not;Netral
2976;kadang gue butuh support langsung keluarga gitu biar ga tegang kalo dengerin diagnosa dokternya;sometimes i need direct support from my family so i don't get tensed when i hear the doctor's diagnosi;Netral
2977;loh ga gitu dokternya suruh nontonin drama korea;it's not like that, the doctor told me to watch korean drama;Positif
2978;sempet pas kmrn kejadian kayaknya udah ga dokternya dalem gitu wasirnya;just when it happened, it seemed like the doctor wasn't inside anymore, the hemorrhoids wer;Netral
2979;oh pikir konsul kalo konsul yg murah tp tindakan blm bs bantu maaf yaaa emg skrg ribet sih poli gigi udh daftar aja smpe skrg blm dpt jadwal dokternya;oh i think the consul is cheap, but the action can't help, sorry, it's really complicated now, the dental clinic has just registered until now, i haven't got the doctor's schedul;Positif
2980;rumah sakit tabung oksigen sesek napas bilang susternya butuh oksigen;hospital oxygen cylinder shortness of breath said the nurse needed oxygen;Netral
2981;perasaan kondisi andin dr kemarin udh stabil kaga dokternya niat dokter ga sih ikatancinta;andin's condition since yesterday has stabilized. is it the doctor's intention, isn't it a love bond?;Netral
2982;trailer dokternya bilang al kalo kondisi andin udah stabil nih kl udah blg stabil gt andinnya udah sadar sih wajarnya;the doctor's trailer says that if andin's condition is stable, when it's not stable, andin is already aware, it's normal.;Positif
2983;otak dokternya kena virus ketakutan kena virus ketamakan;the doctor's brain has a virus, fear is infected with the greed viru;Negatif
2984;bawa puskeswan dokternya nyuruh bawa rumah sakit kasih vitamin biar kevin bertahan dibawa rumah sakit;bring the puskeswan, the doctor ordered him to take the hospital, give him vitamins so kevin can survive being taken to the hospit;Netral
2985;iyalah pd bosen dokter susternya udh pd kenal akrab aladin org kerumah sakit yaa jenguklah yaa pasienlah;yes, when you're bored, the doctor, the nurse, is already familiar with aladdin, the person at the hospital, come and visit the patient.;Netral
2986;dokternya ngegaspun trus garaw kehardcoreannya sampe kena saraf alatnya langsung berasa dipalu godam trus doktere panik keringetan gobyos nahan sakit ya allaaah;the doctor sighed and then worked on his hardness until he got a nerve, his tool immediately felt hammered, then the doctor panicked, sweat, gobyos, he was in pain, oh my god;Netral
2987;dokternya cwe cwo mbak;the doctor is female si;Netral
2988;anjir dokternya kudu bikin janji onlen;suggest the doctor has to make an online appoint;Positif
2989;samee matanya emang udh burem kls tp berani bilang pas kls sblm pandemi pas check langsung min silinder pake softlens cuman dokternya dibilang;samee, his eyes are already blurry in class but dare to say that when he was in class before the pandemic, when he checked, he immediately used a cylinder with soft lenses, only the doctor said;Negatif
2990;mw dokternya;mw the doctor;Netral
2991;pengen banget lombok tp gaji dokternya gak;i really want to lombok but the doctor's salary is not;Negatif
2992;dokternya jam;the doctor;Netral
2993;gak ngerti lg gw ama anak pola pikirnya gmn kmren disuruh jaga kesehatan future dokternya online future psikolognya kaya gini gila;i don't understand anymore, how do i and my children think, how come they are told to take care of their health. future doctors are online. future psychologists are like this, it's crazi;Negatif
2994;seneng bet uda lepas behel dokternya;i'm so happy to have removed the doctor's brac;Positif
2995;yosh test tes psikologi test dihadapkan opini jelek foto kiri contoh wawancara ketiga test fisik medical check up tuh dokternya foto kanan dokter petugas mcu;yosh test psychological test test faced with bad opinion left photo example of third interview physical test medical check up, doctor right photo mcu officer doctor;Negatif
2996;tensi main dieropa beda sih dapet konfirmasi tim dokternya ga fit susah perform;the tension in playing in europe is different, but getting confirmation from the doctor's team is not fit, it's difficult to perform;Positif
2997;disuruh diet dokternya wkwkwkwk;the doctor was told to go on a diet wkwkwkwkwk;Positif
2998;sedih banget dokternya gue gaboleh makan sampe jam kedepan isi perut pagi cmn minum susu doang gue udah laper anj;i'm really sad, the doctor, i can't eat until the next hour, fill my stomach in the morning, just drink milk, i'm already hungri;Positif
2999;dokternya kemana;where is the doctor;Positif
3000;rumah sakit batre sekarat gak bawa powerbank dokternya visit;dying battery hospital didn't bring the doctor's powerbank to visit;Netral
3001;masnya dokternya praktek;the doctor is pract;Netral
3002;iya mba suami udah boking janjian jam jam dokternya blm praktek rs;yes, ms. husband has booked an appointment, the doctor's hours are not yet practicing r;Positif
3003;susternya sampe ngakak gua obat mulu karna udah cs si ngakak gua;the nurse made me laugh out loud, i took medicine for it because my cs was laugh;Netral
3004;pas kencing batu kristalnya langsung kencing normal pas sakit banget ngga eh pas batu kristalnya seuprit pas dikasih liat dokternya kristalnya untungnya ga sampe gede ga kudu operasi;when you pee, the crystal stones go straight to normal, when you're really sick, but when the crystals are thick, when you see the doctor, the crystals are fortunately not big enough, you don't need surgery.;Negatif
3005;stelah baca nama spkk anjer dokternya cowo;after reading the name of the child, the doctor is a boy;Negatif
3006;semoga nipu kena karma ganjaran dokternya dapet ganti rugi ya allah ga bayangin sih dokternya kecewa panik banget uang hasil kerja kerasnya;i hope the cheater will get karma, the doctor will get compensation, god, i can't imagine the doctor being disappointed, panicking, the money is the result of his hard work;Positif
3007;jadwal didaftarkan sore konsultasi dokter berobat rumah sakit fatimah kepala botak plontos cukur malam mudah mudahan dokternya kabur liat kemalharussehat;schedule is registered in the afternoon doctor consultation for treatment at the hospital fatimah bald head shaved at night hopefully the doctor runs away see kemal must be healthi;Positif
3008;the comfort book sembari nunggu dokternya dateng ps sebenernya haus pol knp males jalan kantin;the comfort book while waiting for the doctor to come ps i'm actually thirsty pol why are you lazy to walk to the cafeteria;Netral
3009;sit kalo dokternya bilangin gue toilet yak;sit if the doctor told me to go to the toilet ok?;Negatif
3010;wes ditawarin kontrol puskesmas aja gimana bilangnya polinya ahli profesionalnya dokter sampe dikasih nomer dokternya kalo pengen curhat yo say no no ae mbatinku;wes was offered the control of the puskesmas, how do you say the poly is a professional expert, the doctor is given the doctor's number, if you want to vent, please say no no.;Positif
3011;dokternya muda asli bett ramah santun lhaog perawatnya nuwun sewu pas blm dokter sok komentar sampe siang gini ee pas bu dokter diem kicep nggah nggih nggah nggih huhu;the doctor is young, original, bett is friendly, polite, the nurse is sorry, i'm not a doctor, i always comment until this afternoon, right?;Negatif
3012;mending pake bpjs silakan konsul faskes ngmg aja batuk bs mnta dokternya cek tb enak puskesmas mgkn terapi kalo emang menetap aja rujukan spesialis paru;it's better to use bpjs, please consul for health facilities, just speak, cough in language, ask the doctor to check tb, it's good, the health center, maybe therapy if it persists, just refer a lung specialist;Netral
3013;oiya periksa please ngomong pake watashi pas dokternya keluhan kujawab watashi no mimi sakit dok ku repeat kali walah malu dokternya ngira wibu akut;oh yeah check please speak using watashi when the doctor complains i answered watashi no mimi it hurts my doc repeat times even though the doctor is embarrassed the doctor thinks it's acut;Positif
3014;titip tanyain dokternya nomer yg besok;leave ask the doctor the number tomorrow;Negatif
3015;dr udah kasi tau si praktiknya prof aja gt manggil dokternya langsung prof tp dokter yg prof gt yg dokter spesialis tp lbh spesialis gt;dr. already told the practice, prof. gt. call the doctor directly, prof. but the doctor who is prof. gt.;Negatif
3016;gua booster disuntik si susternya pake baca bacaan doa anjrit gw serasa dikurbanin disembeleh didoain;i was injected with a booster by the nurse using the reading of my child's prayer, it felt like i was sacrificed and slaughtered and prayed for;Positif
3017;paru paru basah sedih kali woi denger lgsg dokternya tp bawaan cancernya gak tau yg bener nyokap setahun suka kena angin malem;wet lungs are sad when i hear the doctor directly, but the cancer is congenital, i don't know the truth. i'm a year old who likes to be hit by the night wind;Negatif
3018;dokternya bosen gasi ketemu gw mulu anak kaga sembuh sembuh;the doctor is bored with gas, seeing me, the child is not getting bett;Netral
3019;inget webtoon hwh gue emang dokternya lo obatnya robin;remember the webtoon hwh i'm really the doctor, you're the medicine robin;Positif
3020;epik gw disuruh puskesmas biar dapet surat bebas isoman pcr hfft riweuh si dokternya ngeprint eh printernya ga diangkut temennya poli;epic, i was told by the health center to get a letter free of isoman pcr hfft, it was a mess, the doctor printed the printer, the friend didn't pick it up;Positif
3021;gue lihat adek aldebaran masuk ruang dokternya bayi bayi ya lucu banget adek bayinya;i saw aldebaran's sister enter the doctor's room, the baby's baby is really cut;Netral
3022;dirawat dokternya dek;treated by the doctor;Netral
3023;tibalah susternya manggil anak aldebaran yg ngantri disitu ibuk bpk nahan ngakak cuy gue sampek keselek sariroti;when the sister arrived, she called the aldebaran child who was queuing up there.;Positif
3024;gue nemenin sepupu dirs cek kandungan teruskan duduk ngantri nih samping poli kandungan tuh poli anak dengerlah ya anak yg priksa antri gue enak makan sari roti pasien anak dipanggil susternya antrian;i accompanied the dirs' cousin to check the obstetrics, continue to sit in line next to the obstetrics poly, the child's poly, listen, the child who checks in line, i enjoy eating bread, the patient's child is called the nurse in the queu;Netral
3025;gue gerd obatnya udah diresepin dokternya nyetok rumah beli aja obat maag cair dijual bebas apotik minimarket terdekat;i gerd the medicine has been prescribed by the doctor. i stock up on the house, just buy liquid ulcer medicine, sold freely at the nearest minimarket pharmaci;Positif
3026;sombong udh vaksin ketiga tp brgetar susternya nyuruh gue lemesin jgn tegang wkwkwkwwkwk;i'm arrogant that i've had the third vaccine, but the nurse tells me to go limp, don't be tensed wkwkwkwkwk;Netral
3027;samaaak wkwk kalo az pas booster kemaren sih susternya bilang kalo efeknya demem flu batuk gt deh kak;same, wow, if az was on the booster yesterday, the nurse said that the effect is fever, flu, cough, bro;Negatif
3028;dicabut berlobang parah udah ajuran dokternya gitu;it's been pulled out with a bad hole, that's what the doctor ord;Positif
3029;menduga gimana kalo dokternya dylan;guess what if the doctor is dylan;Negatif
3030;saran gampang sih kunjungi rsj terdekat ketemu dokter jiwa konsul dokternya sampe sembuh;easy advice, visit the nearest hospital, see a psychiatrist, consul the doctor until he recov;Netral
3031;btw obat hormon km kayak hormonnya ga seimbang cm ga dokter omongan dokternya bikin ngedown;btw your hormone medicine looks like the hormones are not balanced cm the doctor doesn't say what the doctor says makes me down;Positif
3032;laporan kakak gue dokternya gini gini gini eh pake bhs alien ya tau;my brother's report from the doctor is like this, you're using alien language, you know;Netral
3033;dokternya kaget liat uwu diem aja pas disuntik disuntik bilang uwu rewel ya mayii gini mayii uwu nemenin mayii sampe tua check up vaksin beneran diem gak rewel wkwk rewel jalan doang;the doctor was surprised to see that uwu was silent when he was given an injection saying he was fussy, yes, mayii, mayii, uwu accompany mayii until he is old. check up vaccines, really stay quiet, not fussy, just fussy, just walk;Positif
3034;payah banget jadwal pelayanan sim jam dokternya dateng payah;it's really bad, the sim service schedule, the doctor's clock comes badli;Netral
3035;matanya luka grgr berantem sm dokternya td dikasih obat mata;his eye was injured, he had a fight with the doctor, he wasn't given eye medicin;Netral
3036;dokter kulit konsul dokternya aman diilangin ngga;is it safe to remove the doctor's consul dermatologist?;Netral
3037;kena isk nahan pipis cuci kemaluan pake sirih yg bagus miss dimarahin dokternya pas cerita sumpah sakit emang pipis;i have to hold back pee, wash my genitals using good betel, miss, the doctor scolded me when i told the story i was sick, i really pe;Netral
3038;dimarahin dokternya;scolded by the doctor;Negatif
3039;blm tau ngantriii blm screening ditanyain dokternya;don't know queue, haven't screened yet, asked the doctor;Positif
3040;udah tp ga huft lg jaga poli alias patung berdiri blkng dokternya ya salah gue sih suruh begadang wkwk;it's okay but i don't know how to take care of the poly, aka the statue standing behind the doctor, yes, it's my fault for telling me to stay up all night;Positif
3041;langsung radiologi perawatnya gak nunggu perawatnya langsung ku kasih kertasnya perawatnya dokter yg usg gak besok dokternya yg dokter perempuan isolasi mandiri habis covid;immediately radiology, the nurse didn't wait for the nurse, i immediately gave the paper.;Positif
3042;coba periksa ya dokter langsung rebahan periksa samasama perempuan malu disuruh buka kalo yg kemarin ga buka ya periksa benjolannya ga ketemu karna emang susah ketemu dokternya bilang;try to check, the doctor immediately lies down and checks with the woman, she's embarrassed to be told to open, if the one that didn't open yesterday, check for the lump, she can't find it because it's really hard to find the doctor said;Netral
3043;td dokternya abis nyuntik blg gua jarang minum iya tau liatnya drmana sih tp namanya dokter yh aq gx heran si kl tau trus td pas tensi tangan gua merah gile kenceng bener sampe gini pain tolerance tp kl painnya hatiq gx quad;the doctor said that i rarely drink, i know where i saw it, but the name is a doctor, i'm not surprised, when i know, then when the blood pressure in my hand is red, it's really tight until it's pain tolerance, but when it hurts, it's not quad;Positif
3044;serem banget cip dokternya gimana;how scary is the doctor, how is it;Positif
3045;yg dokternya;the doctor;Netral
3046;oiya guys kemarin dokternya disaranin pakenya kali sehari ya meng tuh butuh botol ya botol ngga;hey guys, yesterday the doctor was advised to use it several times a day, right, do you need a bottle or not?;Negatif
3047;dimarahin dokternya gue deg deg an;the doctor scolded me, i was nerv;Positif
3048;enak dokternya ngajar lt;it's good the doctor teaches lt;Positif
3049;bntr ya lg anter pasien susternya noted nnti puterin;in a moment, waiting in line for the patient, the nurse noted later the princess;Negatif
3050;rl janjinya online wa autochat pake sistem gitu dokternya langsung gatau nomor dokternya bilang kah;rl the appointment is online wa autochat using the system, the doctor immediately doesn't know the doctor's number says kah;Negatif
3051;yg nemenin dokternya udh bilang emergency;the one who accompanied the doctor said it was an emerg;Negatif
3052;mengganti layar dokternya ya gimana ya;how do you change the doctor's screen?;Negatif
3053;dokternya udah beda perawat permisi kak maaf dokter bedah namanya ya maaf tau lupa nama bilang nama ku oh dokter dokternya;the doctor is different nurse excuse me sis sorry surgeon's name yes sorry i forgot the name said my name oh doctor the doctor;Positif
3054;allah kebiasaan ya ida tuh kalo diliatin sampe intens gitu tegor ama susternya srh konter pilih lagu sesukanya fix si susternya carat;god, it's a habit, if you watch it until it's intense, rebuke the nurse, the counter chooses the song you want, fixes the nurse is carat;Negatif
3055;bilang dokternya;tell the doctor;Positif
3056;hubungin dokternya;call the doctor;Netral
3057;gue kalo psikiater kayanya engga menyelesaikan dokternya ikutan nangis kali ya;if a psychiatrist doesn't seem to finish the doctor, i'll cry this time, okay?;Negatif
3058;bilang dokternya udah dokternya bilang gapapa ya gapapa;said the doctor was already the doctor said it's okay, it's okay;Positif
3059;ssg res spb disuruh ambil motor dokternya wwwwww;ssg res spb told to take the doctor's motorbike wwwwww;Netral
3060;udah murah banget kalo betina sterilnya operasi anestesi alat bedah benang jahit antibiotik dll butuh biaya emangnya dokternya sekolahnya bayar pake daun pisang modal;it's really cheap if the female is sterile, anesthesia surgery, surgical tools, sewing thread, antibiotics, etc., costs money, does the doctor pay for it using banana leaves, capit;Negatif
3061;panggil langsung tensi nimbang keluhannya cari dokter bedah disurat rujukan tertulis yth dokter bedah jelasin dikasih tau nama dokternya karna ramai perawatnya;call the tension immediately, consider the complaint, look for a surgeon, in a written referral letter, dear surgeon, please explain that the doctor's name is given because there are many nurses.;Netral
3062;hamdalah dokternya langsung diresepin antibiotik salep ngempesin benjolan;thank god the doctor immediately prescribed an antibiotic ointment to suppress the lump;Positif
3063;diperiksa dokter dokternya kaget banget karna kaki itungannya udah parah banget kalo telat penanganan membengkak karna benjolan bening berefek organ badan pankreas sampe getah bening;checked by the doctor the doctor was really surprised because the leg count was really bad if it was too late to treat it swelled up because the clear lump affected the organs of the pancreas until the lymph;Negatif
3064;sumpah ngantuk banget tidur subuh jam kudu bangun ngejar nomor antrian beruntungnya dapet nomor ehh tapiii dokternya jam;i swear i'm really sleepy at dawn, i have to wake up chasing the queue number, i'm lucky to get a number, but the doctor is clockwork;Negatif
3065;dokternya gimana baiknya takutnya overdosis kalo kasih sepengetahuan dokter;the doctor, how good is it to be afraid of an overdose if you tell the doctor;Positif
3066;pake pil kb emg haid ku tu ga teratur seribg telat tp pas cek dokternya gaada dikasih pil kb kl ngga better km cek aja biar tau kondisinya gimana;i'm using birth control pills and my periods are irregular, i'm often late, but when i check with the doctor, i'm not given birth control pills. if it's not better, i'll just check to see how my condition is.;Positif
3067;rumah sakit dokternya bingung mati pas meriksa gw pas periksa denyut jantung gw pake stetoskop terdengar namamu;the hospital the doctor was confused when he died when he checked me when he checked my heart rate with a stethoscope he heard your nam;Negatif
3068;cerita februari sakit semingguan mah berobat dokternya kek ngajak guyon asli dipriksa ga menit ya allah keluhan engga trs pas surat keterangan sakit izin kerja;story february sick for a week, i went to see the doctor;Netral
3069;kalo crazy rich gitu dokternya yha;if it's crazy rich, that's the doctor, okay?;Negatif
3070;anjir perut sakit banget sampe jalan aja bungkuk tp tetep motor bolak niat dokter eh dokternya tutup sialanddddddd sakit iniii;anjir's stomach hurts so much that he just stooped down but the motorbike kept going back and forth, the doctor's intentions were, the doctor closed this damn dddddd;Negatif
3071;moderna reeen dosisnya dokternya vaksin sih tetep aja efeknya lebay merinding sakit kek abis jatoh sepeda gitu otl;moderna reeen, the doctor's dose is the vaccine, the effect is still too much, goosebumps hurt, after falling on a bicycle, otl;Netral
3072;jadwal dokternya praktek jam semoga;the doctor's schedule is practice hours hop;Negatif
3073;check up sayang dokternya pindah praktek ngak ketemu udah nyaman;check up, unfortunately the doctor moved to practice, couldn't find it, it's comfort;Positif
3074;minum obat dpt obat dokternya kmrn;take medicine, get medicine from the doctor;Positif
3075;dokternya praktek kamis pagi nunggu kamis;the doctor practices thursday morning waiting for thursday;Negatif
3076;langsung dokternya;straight to the doctor;Positif
3077;kedokter panggil pas panggil dok dokternya bilang panggil aja;the doctor called when he called the doctor the doctor said just cal;Positif
3078;aihh dokternya dateng;ahh the doctor is com;Negatif
3079;aamiin ya rabbal alaamiin ibuku dokternya nyuruh dl mba operasinya manut dokter gimana yg terbaik;i'm sorry, rabbal alamin, my mother, the doctor was told to do the operation, follow the doctor, what's the best;Netral
3080;bayangin lu sakit trus dokternya nanya diagnosis base;imagine that you are sick and the doctor asks for the diagnosis bas;Positif
3081;sampe dokter igd screening karna batuk ya gapapa kirain tuh cepet dokternya gak bilang pergantian shift dsb yaudah iya ditunggu;until the emergency room doctor was screened because of a cough, it's okay, i thought it was fast, the doctor didn't say shift change, etc., okay, i wait;Positif
3082;iyaa kalo dokternya si jago kandang mino ga hissing ga berisik diem aja ngumpet ketek wkkwkw;yes, if the doctor is good at the cage, mino doesn't hissing, doesn't make noise, just shut up and hide, wkkwkw;Netral
3083;dunia penyakit kekuasaan penyakit ulama dokternya dokter memasukkan penyakit berhati hatilah imam ahmad bin hanbal islamkaffah;world, disease, power, disease, clergy, doctors, doctors, include disease, be careful, imam ahmad bin hanbal, islamkaffah;Netral
3084;anak sy usia resepkan zat besi dokternya kakaknya opname zat besi apanya gitu posisi demam usia;my child is aged, the doctor prescribes iron, his brother is hospitalized with iron, what is the position of the age fev;Netral
3085;rahim ibumu lahir dokternya biar diguntingnya kayak bentukan jenny;your mother's womb was born, the doctor let her cut it like jenny's shap;Netral
3086;bayar mahal tp sekalinya sakit obat suruh tebus suntik suruh bayar yg gratis konsul dokternya doang;pay expensive, but once you get sick, the medicine is ordered to pay for the injection, it's free to only consult the doctor;Negatif
3087;dokternya pusing;the doctor is dizzi;Positif
3088;takutkah ga sakit dokternya liat pake kamera gitu lihat layar radang ya kemerahan bengkak gapapa bersihkan kasih antibiotik pake obat tetes minum dipegang gitu sih kemaren;aren't you afraid the doctor is looking at the camera with a camera, looking at the screen, it's inflammation, it's red, swollen, it's okay to clean it, give antibiotics using drinking drops, and hold it like that yesterday;Positif
3089;bayar mahal tp sekalinya sakit obat suruh tebus suntik suruh bayar yg gratis konsul dokternya doang sih bpjs;pay expensive, but once you get sick, the medicine is told to pay for the injection, it's free, only the doctor's consultation is bpj;Positif
3090;kena isk trus dokter spesialis penyakit ginjal kandung kemihku usg gitu trus dokternya kandung kemihku luka maybe iritasi minumnya gaboleh gaboleh kalo kebanyakan bikin kandung kemih iritasi lg;i had a urinary tract infection and the doctor who specializes in kidney disease had an ultrasound on my bladder and then the doctor injured my bladder, maybe it's irritated to drink, you can't drink too much if it irritates your bladder again;Positif
3091;kakakku lasik ngelahirin tetep normal konsultasiin dokternya aja;my sister gave birth normally, but just consult the doctor;Negatif
3092;pgn bolos rabu tp takut dicariin kl ijin kedokter ntar mampos surat dokternya ditagih gimane;i want to skip wednesday but i'm afraid to look for a doctor's permission later on, the doctor's letter will be collected, how do you do it;Negatif
3093;sorry kalo tweets ku kasar emosi korban penipuan dijulidin ditambah korbannya tuh dokter yg profesi berjasa pandemi mba dokternya semoga ketemu jalan keluarnya artian uangnya rezeki yg;sorry if my tweets are rude, the emotions of the victims of fraud have been julidin, plus the victim is a doctor whose profession has contributed to the pandemic, madam, the doctor, i hope you find a way out, meaning the money is good fortun;Netral
3094;dokternya kasar deh nyakitin bela;the doctor is rude, it hurt;Netral
3095;intinya tuhhh klinik kecantikan tuh dokternya tau kalo jerawat gt kadang yg dibantu obat minum treatment dll huhu cuman sekedar dikasih cream pagi malem biar putih ahshgsgsahg;the point is, the beauty clinic is the doctor who knows if you have acne, sometimes the ones who are helped by taking medication, etc., are just given morning cream at night to make it whit;Positif
3096;seminggu yg dokter gigi perawatan saluran akar gigi bolong kerasa ngilu sakit nih gigi yg udh dkasih obat sm dokternya tp;a week that the dentist treated the root canal for the hole in the tooth, it hurts, the tooth that the doctor has given medicine for, but;Netral
3097;butuh beneran kaga sha kalo kaga dokternya pulang;do you really need it if you don't see the doctor coming hom;Positif
3098;minus plus silinder adik habis lasik back to normal emang minusnya bilang dokternya cepet silinder lasik prosedur yg dipatuhi;minus plus my sister's cylinder finished lasik back to normal, the minus is that the doctor said the lasik cylinder was fast, the procedure was follow;Netral
3099;dokternya obatku yg bikin ngantuk;the doctor is my medicine that makes me sleepi;Positif
3100;dokternya bilang kcg nya kena hernia;the doctor said the kcg had a hernia;Negatif
3101;kak proses obatin akarnya gitu udah kali kontrol diobatin gabti obat gitu dimasukin gigi dokternya bilang nunggu udah gak sakit hihu;bro;Negatif
3102;kasih berita yg bener bos narasinya dihujani rudal rusia yg beritakan ko dokternya memberitakan alam gaib;give the correct news, boss, the narrative is being bombarded with russian missiles telling them that the doctor is reporting on the unseen world;Positif
3103;habis tht kuping habis rb rsup surakarta dokternya ramah muda;after all, the ears have run out for rb. rsup surakarta, the doctor is friendly, young;Netral
3104;sbnrnya ct scan ditemenin sih tlg dokternya pegangan tangan or not takut she even asked why;actually, the ct scan was accompanied by the doctor, please hold hands or not be afraid, she even asked whi;Positif
